package,filepath,class_path,method_name,signature,line_range,author_lines_map,author_edit_ratio_map,dominant_author,test_class,code
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableConcatMapEagerPublisher.java,FlowableConcatMapEagerPublisher,subscribeActual,void subscribeActual(Subscriber<? super R>),"[54, 58]","{'A461': [(54, 58)]}",{'A461': 1.0},A461,,"    @Override
    protected void subscribeActual(Subscriber<? super R> s) {
        source.subscribe(new ConcatMapEagerDelayErrorSubscriber<>(
                s, mapper, maxConcurrency, prefetch, errorMode));
    }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimer.java,FlowableTimer,subscribeActual,void subscribeActual(Subscriber<? super Long>),"[37, 45]","{'A459': [(41, 41), (43, 43)], 'A460': [(37, 37), (40, 40), (42, 42), (44, 45)], 'A461': [(38, 39)]}","{'A459': 0.2222222222222222, 'A460': 0.5555555555555556, 'A461': 0.2222222222222222}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimerTest.java,"    @Override
    public void subscribeActual(Subscriber<? super Long> s) {
        TimerSubscriber ios = new TimerSubscriber(s);
        s.onSubscribe(ios);

        Disposable d = scheduler.scheduleDirect(ios, delay, unit);

        ios.setResource(d);
    }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimer.java,FlowableTimer.TimerSubscriber,request,void request(long),"[60, 65]","{'A460': [(60, 61), (64, 65)], 'A461': [(62, 62)], 'A468': [(63, 63)]}","{'A460': 0.6666666666666666, 'A461': 0.16666666666666666, 'A468': 0.16666666666666666}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimerTest.java,"        @Override
        public void request(long n) {
            if (SubscriptionHelper.validate(n)) {
                requested = true;
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimer.java,FlowableTimer.TimerSubscriber,cancel,void cancel(),"[67, 70]","{'A460': [(67, 68), (70, 70)], 'A468': [(69, 69)]}","{'A460': 0.75, 'A468': 0.25}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimerTest.java,"        @Override
        public void cancel() {
            DisposableHelper.dispose(this);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimer.java,FlowableTimer.TimerSubscriber,run,void run(),"[72, 84]","{'A460': [(72, 73), (75, 75), (79, 79), (82, 84)], 'A461': [(76, 78), (80, 81)], 'A468': [(74, 74)]}","{'A460': 0.5384615384615384, 'A461': 0.38461538461538464, 'A468': 0.07692307692307693}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimerTest.java,"        @Override
        public void run() {
            if (get() != DisposableHelper.DISPOSED) {
                if (requested) {
                    downstream.onNext(0L);
                    lazySet(EmptyDisposable.INSTANCE);
                    downstream.onComplete();
                } else {
                    lazySet(EmptyDisposable.INSTANCE);
                    downstream.onError(MissingBackpressureException.createDefault());
                }
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimer.java,FlowableTimer.TimerSubscriber,setResource,void setResource(Disposable),"[86, 88]","{'A460': [(86, 86), (88, 88)], 'A461': [(87, 87)]}","{'A460': 0.6666666666666666, 'A461': 0.3333333333333333}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableTimerTest.java,"        public void setResource(Disposable d) {
            DisposableHelper.trySet(this, d);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip,subscribeActual,void subscribeActual(Subscriber<? super R>),"[51, 80]","{'A460': [(51, 52), (54, 68), (70, 73), (80, 80)], 'A461': [(53, 53), (69, 69), (74, 79)]}","{'A460': 0.7333333333333333, 'A461': 0.26666666666666666}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"    @Override
    @SuppressWarnings(""unchecked"")
    public void subscribeActual(Subscriber<? super R> s) {
        Publisher<? extends T>[] sources = this.sources;
        int count = 0;
        if (sources == null) {
            sources = new Publisher[8];
            for (Publisher<? extends T> p : sourcesIterable) {
                if (count == sources.length) {
                    Publisher<? extends T>[] b = new Publisher[count + (count >> 2)];
                    System.arraycopy(sources, 0, b, 0, count);
                    sources = b;
                }
                sources[count++] = p;
            }
        } else {
            count = sources.length;
        }

        if (count == 0) {
            EmptySubscription.complete(s);
            return;
        }

        ZipCoordinator<T, R> coordinator = new ZipCoordinator<>(s, zipper, count, bufferSize, delayError);

        s.onSubscribe(coordinator);

        coordinator.subscribe(sources, count);
    }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipCoordinator,subscribe,"void subscribe(Publisher<? extends T>[],int)","[120, 128]","{'A460': [(124, 125), (127, 128)], 'A461': [(120, 123), (126, 126)]}","{'A460': 0.4444444444444444, 'A461': 0.5555555555555556}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        void subscribe(Publisher<? extends T>[] sources, int n) {
            ZipSubscriber<T, R>[] a = subscribers;
            for (int i = 0; i < n; i++) {
                if (cancelled || (!delayErrors && errors.get() != null)) {
                    return;
                }
                sources[i].subscribe(a[i]);
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipCoordinator,request,void request(long),"[130, 136]","{'A460': [(130, 131), (135, 136)], 'A461': [(132, 132)], 'A468': [(133, 134)]}","{'A460': 0.5714285714285714, 'A461': 0.14285714285714285, 'A468': 0.2857142857142857}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        @Override
        public void request(long n) {
            if (SubscriptionHelper.validate(n)) {
                BackpressureHelper.add(requested, n);
                drain();
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipCoordinator,cancel,void cancel(),"[138, 145]","{'A460': [(138, 141)], 'A461': [(142, 145)]}","{'A460': 0.5, 'A461': 0.5}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        @Override
        public void cancel() {
            if (!cancelled) {
                cancelled = true;

                cancelAll();
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipCoordinator,error,"void error(ZipSubscriber<T, R>,Throwable)","[147, 152]","{'A460': [(151, 152)], 'A461': [(147, 150)]}","{'A460': 0.3333333333333333, 'A461': 0.6666666666666666}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        void error(ZipSubscriber<T, R> inner, Throwable e) {
            if (errors.tryAddThrowableOrReport(e)) {
                inner.done = true;
                drain();
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipCoordinator,cancelAll,void cancelAll(),"[154, 158]","{'A460': [(157, 158)], 'A461': [(154, 156)]}","{'A460': 0.4, 'A461': 0.6}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        void cancelAll() {
            for (ZipSubscriber<T, R> s : subscribers) {
                s.cancel();
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipCoordinator,drain,void drain(),"[160, 309]","{'A460': [(162, 164), (173, 175), (224, 225), (228, 231), (233, 233), (235, 235), (240, 241), (243, 243), (245, 245), (248, 248), (253, 253), (259, 259), (288, 289), (301, 302), (308, 309)], 'A461': [(160, 161), (165, 172), (176, 223), (226, 227), (232, 232), (236, 239), (242, 242), (244, 244), (246, 247), (249, 252), (254, 258), (260, 287), (290, 300), (303, 307)], 'A468': [(234, 234)]}","{'A460': 0.18, 'A461': 0.8133333333333334, 'A468': 0.006666666666666667}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        void drain() {

            if (getAndIncrement() != 0) {
                return;
            }

            final Subscriber<? super R> a = downstream;
            final ZipSubscriber<T, R>[] qs = subscribers;
            final int n = qs.length;
            Object[] values = current;

            int missed = 1;

            for (;;) {

                long r = requested.get();
                long e = 0L;

                while (r != e) {

                    if (cancelled) {
                        return;
                    }

                    if (!delayErrors && errors.get() != null) {
                        cancelAll();
                        errors.tryTerminateConsumer(a);
                        return;
                    }

                    boolean empty = false;

                    for (int j = 0; j < n; j++) {
                        ZipSubscriber<T, R> inner = qs[j];
                        if (values[j] == null) {
                            boolean d = inner.done;
                            SimpleQueue<T> q = inner.queue;
                            T v = null;
                            try {

                                v = q != null ? q.poll() : null;
                            } catch (Throwable ex) {
                                Exceptions.throwIfFatal(ex);

                                errors.tryAddThrowableOrReport(ex);
                                if (!delayErrors) {
                                    cancelAll();
                                    errors.tryTerminateConsumer(a);
                                    return;
                                }
                                d = true;
                            }

                            boolean sourceEmpty = v == null;
                            if (d && sourceEmpty) {
                                cancelAll();
                                errors.tryTerminateConsumer(a);
                                return;
                            }
                            if (!sourceEmpty) {
                                values[j] = v;
                            } else {
                                empty = true;
                            }
                        }
                    }

                    if (empty) {
                        break;
                    }

                    R v;

                    try {
                        v = Objects.requireNonNull(zipper.apply(values.clone()), ""The zipper returned a null value"");
                    } catch (Throwable ex) {
                        Exceptions.throwIfFatal(ex);
                        cancelAll();
                        errors.tryAddThrowableOrReport(ex);
                        errors.tryTerminateConsumer(a);
                        return;
                    }

                    a.onNext(v);

                    e++;

                    Arrays.fill(values, null);
                }

                if (r == e) {
                    if (cancelled) {
                        return;
                    }

                    if (!delayErrors && errors.get() != null) {
                        cancelAll();
                        errors.tryTerminateConsumer(a);
                        return;
                    }

                    for (int j = 0; j < n; j++) {
                        ZipSubscriber<T, R> inner = qs[j];
                        if (values[j] == null) {
                            boolean d = inner.done;
                            SimpleQueue<T> q = inner.queue;
                            T v = null;
                            try {
                                v = q != null ? q.poll() : null;
                            } catch (Throwable ex) {
                                Exceptions.throwIfFatal(ex);
                                errors.tryAddThrowableOrReport(ex);
                                if (!delayErrors) {
                                    cancelAll();
                                    errors.tryTerminateConsumer(a);
                                    return;
                                }
                                d = true;
                            }
                            boolean empty = v == null;
                            if (d && empty) {
                                cancelAll();
                                errors.tryTerminateConsumer(a);
                                return;
                            }
                            if (!empty) {
                                values[j] = v;
                            }
                        }
                    }

                }

                if (e != 0L) {

                    for (ZipSubscriber<T, R> inner : qs) {
                        inner.request(e);
                    }

                    if (r != Long.MAX_VALUE) {
                        requested.addAndGet(-e);
                    }
                }

                missed = addAndGet(-missed);
                if (missed == 0) {
                    break;
                }
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipSubscriber,onSubscribe,void onSubscribe(Subscription),"[336, 364]","{'A459': [(359, 359)], 'A460': [(337, 338), (363, 364)], 'A461': [(336, 336), (339, 358), (360, 362)]}","{'A459': 0.034482758620689655, 'A460': 0.13793103448275862, 'A461': 0.8275862068965517}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        @SuppressWarnings(""unchecked"")
        @Override
        public void onSubscribe(Subscription s) {
            if (SubscriptionHelper.setOnce(this, s)) {
                if (s instanceof QueueSubscription) {
                    QueueSubscription<T> f = (QueueSubscription<T>) s;

                    int m = f.requestFusion(QueueSubscription.ANY | QueueSubscription.BOUNDARY);

                    if (m == QueueSubscription.SYNC) {
                        sourceMode = m;
                        queue = f;
                        done = true;
                        parent.drain();
                        return;
                    }
                    if (m == QueueSubscription.ASYNC) {
                        sourceMode = m;
                        queue = f;
                        s.request(prefetch);
                        return;
                    }
                }

                queue = new SpscArrayQueue<>(prefetch);

                s.request(prefetch);
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipSubscriber,onNext,void onNext(T),"[366, 372]","{'A460': [(366, 367), (370, 372)], 'A461': [(368, 369)]}","{'A460': 0.7142857142857143, 'A461': 0.2857142857142857}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        @Override
        public void onNext(T t) {
            if (sourceMode != QueueSubscription.ASYNC) {
                queue.offer(t);
            }
            parent.drain();
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipSubscriber,onError,void onError(Throwable),"[374, 377]","{'A460': [(374, 375), (377, 377)], 'A461': [(376, 376)]}","{'A460': 0.75, 'A461': 0.25}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        @Override
        public void onError(Throwable t) {
            parent.error(this, t);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipSubscriber,onComplete,void onComplete(),"[379, 383]","{'A460': [(379, 383)]}",{'A460': 1.0},A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        @Override
        public void onComplete() {
            done = true;
            parent.drain();
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipSubscriber,cancel,void cancel(),"[385, 388]","{'A460': [(385, 386), (388, 388)], 'A461': [(387, 387)]}","{'A460': 0.75, 'A461': 0.25}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        @Override
        public void cancel() {
            SubscriptionHelper.cancel(this);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZip.java,FlowableZip.ZipSubscriber,request,void request(long),"[390, 401]","{'A460': [(400, 401)], 'A461': [(390, 399)]}","{'A460': 0.16666666666666666, 'A461': 0.8333333333333334}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableZipTest.java,"        @Override
        public void request(long n) {
            if (sourceMode != QueueSubscription.SYNC) {
                long p = produced + n;
                if (p >= limit) {
                    produced = 0L;
                    get().request(p);
                } else {
                    produced = p;
                }
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil,subscribeActual,void subscribeActual(Subscriber<? super T>),"[32, 40]","{'A459': [(36, 36), (38, 38)], 'A460': [(32, 32)], 'A461': [(33, 35), (37, 37), (39, 40)]}","{'A459': 0.2222222222222222, 'A460': 0.1111111111111111, 'A461': 0.6666666666666666}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"    @Override
    protected void subscribeActual(Subscriber<? super T> child) {
        SkipUntilMainSubscriber<T> parent = new SkipUntilMainSubscriber<>(child);
        child.onSubscribe(parent);

        other.subscribe(parent.other);

        source.subscribe(parent);
    }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber,onSubscribe,void onSubscribe(Subscription),"[66, 69]","{'A460': [(66, 67), (69, 69)], 'A461': [(68, 68)]}","{'A460': 0.75, 'A461': 0.25}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"        @Override
        public void onSubscribe(Subscription s) {
            SubscriptionHelper.deferredSetOnce(this.upstream, requested, s);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber,onNext,void onNext(T),"[71, 76]","{'A460': [(71, 72), (75, 76)], 'A461': [(73, 74)]}","{'A460': 0.6666666666666666, 'A461': 0.3333333333333333}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"        @Override
        public void onNext(T t) {
            if (!tryOnNext(t)) {
                upstream.get().request(1);
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber,tryOnNext,boolean tryOnNext(T),"[78, 85]","{'A461': [(78, 85)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"        @Override
        public boolean tryOnNext(T t) {
            if (gate) {
                HalfSerializer.onNext(downstream, t, this, error);
                return true;
            }
            return false;
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber,onError,void onError(Throwable),"[87, 91]","{'A460': [(87, 88), (91, 91)], 'A461': [(89, 90)]}","{'A460': 0.6, 'A461': 0.4}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"        @Override
        public void onError(Throwable t) {
            SubscriptionHelper.cancel(other);
            HalfSerializer.onError(downstream, t, SkipUntilMainSubscriber.this, error);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber,onComplete,void onComplete(),"[93, 97]","{'A460': [(93, 94), (97, 97)], 'A461': [(95, 96)]}","{'A460': 0.6, 'A461': 0.4}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"        @Override
        public void onComplete() {
            SubscriptionHelper.cancel(other);
            HalfSerializer.onComplete(downstream, this, error);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber,request,void request(long),"[99, 102]","{'A460': [(99, 100), (102, 102)], 'A461': [(101, 101)]}","{'A460': 0.75, 'A461': 0.25}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"        @Override
        public void request(long n) {
            SubscriptionHelper.deferredRequest(upstream, requested, n);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber,cancel,void cancel(),"[104, 108]","{'A460': [(104, 105)], 'A461': [(106, 108)]}","{'A460': 0.4, 'A461': 0.6}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"        @Override
        public void cancel() {
            SubscriptionHelper.cancel(upstream);
            SubscriptionHelper.cancel(other);
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber.OtherSubscriber,onSubscribe,void onSubscribe(Subscription),"[115, 118]","{'A461': [(115, 118)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"            @Override
            public void onSubscribe(Subscription s) {
                SubscriptionHelper.setOnce(this, s, Long.MAX_VALUE);
            }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber.OtherSubscriber,onNext,void onNext(Object),"[120, 124]","{'A461': [(120, 124)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"            @Override
            public void onNext(Object t) {
                gate = true;
                get().cancel();
            }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber.OtherSubscriber,onError,void onError(Throwable),"[126, 130]","{'A461': [(126, 130)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"            @Override
            public void onError(Throwable t) {
                SubscriptionHelper.cancel(upstream);
                HalfSerializer.onError(downstream, t, SkipUntilMainSubscriber.this, error);
            }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntil.java,FlowableSkipUntil.SkipUntilMainSubscriber.OtherSubscriber,onComplete,void onComplete(),"[132, 135]","{'A461': [(132, 135)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableSkipUntilTest.java,"            @Override
            public void onComplete() {
                gate = true;
            }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArray.java,FlowableFromArray,subscribeActual,void subscribeActual(Subscriber<? super T>),"[33, 41]","{'A460': [(33, 33), (35, 35), (38, 38), (40, 41)], 'A461': [(34, 34), (36, 37), (39, 39)]}","{'A460': 0.5555555555555556, 'A461': 0.4444444444444444}",A460,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArrayTest.java,"    @Override
    public void subscribeActual(Subscriber<? super T> s) {
        if (s instanceof ConditionalSubscriber) {
            s.onSubscribe(new ArrayConditionalSubscription<>(
                    (ConditionalSubscriber<? super T>)s, array));
        } else {
            s.onSubscribe(new ArraySubscription<>(s, array));
        }
    }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArray.java,FlowableFromArray.BaseArraySubscription,requestFusion,int requestFusion(int),"[56, 59]","{'A460': [(56, 56)], 'A461': [(57, 59)]}","{'A460': 0.25, 'A461': 0.75}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArrayTest.java,"        @Override
        public final int requestFusion(int mode) {
            return mode & SYNC;
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArray.java,FlowableFromArray.BaseArraySubscription,poll,T poll(),"[61, 72]","{'A459': [(69, 69)], 'A461': [(62, 68), (70, 70), (72, 72)], 'A468': [(71, 71)], 'A462': [(61, 61)]}","{'A459': 0.08333333333333333, 'A461': 0.75, 'A468': 0.08333333333333333, 'A462': 0.08333333333333333}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArrayTest.java,"        @Nullable
        @Override
        public final T poll() {
            int i = index;
            T[] arr = array;
            if (i == arr.length) {
                return null;
            }

            index = i + 1;
            return Objects.requireNonNull(arr[i], ""array element is null"");
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArray.java,FlowableFromArray.BaseArraySubscription,isEmpty,boolean isEmpty(),"[74, 77]","{'A461': [(74, 77)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArrayTest.java,"        @Override
        public final boolean isEmpty() {
            return index == array.length;
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArray.java,FlowableFromArray.BaseArraySubscription,clear,void clear(),"[79, 82]","{'A461': [(79, 82)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArrayTest.java,"        @Override
        public final void clear() {
            index = array.length;
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArray.java,FlowableFromArray.BaseArraySubscription,request,void request(long),"[84, 95]","{'A461': [(84, 95)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArrayTest.java,"        @Override
        public final void request(long n) {
            if (SubscriptionHelper.validate(n)) {
                if (BackpressureHelper.add(this, n) == 0L) {
                    if (n == Long.MAX_VALUE) {
                        fastPath();
                    } else {
                        slowPath(n);
                    }
                }
            }
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArray.java,FlowableFromArray.BaseArraySubscription,cancel,void cancel(),"[97, 100]","{'A461': [(97, 100)]}",{'A461': 1.0},A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArrayTest.java,"        @Override
        public final void cancel() {
            cancelled = true;
        }
"
io.reactivex.rxjava3.internal.operators.flowable,../projects/RxJava/src/main/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArray.java,FlowableFromArray.ArraySubscription,fastPath,void fastPath(),"[118, 140]","{'A459': [(123, 123)], 'A460': [(137, 138)], 'A461': [(118, 122), (124, 136), (139, 140)]}","{'A459': 0.043478260869565216, 'A460': 0.08695652173913043, 'A461': 0.8695652173913043}",A461,../projects/RxJava/src/test/java/io/reactivex/rxjava3/internal/operators/flowable/FlowableFromArrayTest.java,"        @Override
        void fastPath() {
            T[] arr = array;
            int f = arr.length;
            Subscriber<? super T> a = downstream;

            for (int i = index; i != f; i++) {
                if (cancelled) {
                    return;
                }
                T t = arr[i];
                if (t == null) {
                    a.onError(new NullPointerException(""The element at index "" + i + "" is null""));
                    return;
                } else {
                    a.onNext(t);
                }
            }
            if (cancelled) {
                return;
            }
            a.onComplete();
        }
"
